# SPH simulations of collisions between MS stars (Freitag & Benz 2005), computed with an SPH code developed by Willy Benz
# Available on-line at http://www.ast.cam.ac.uk/~freitag/MODEST_WG4/FB_Collision_Data/

# If you use these results, please cite Freitag & Benz 2005
# In case of questions, problems or if you want to report errors, contact Marc Freitag (marc.freitag@gmail.com)

# All quantities are in solar units: R_sun = 7e8 m; M_sun = 2e30 kg; G=1
# The reference frame is the CM frame for the pre-collision stars
# Axis Z is perpendicular to (initial) orbital plane. 
# Initially, the stars have their centres in the XY plane, see the diagram below:
#    
#         ____
#       .'    `.          Geometry of the initial conditions (at infinite separation)
#      /        \         CM reference frame
#  -   |    ==============>
#  |   \        /
#  |    `.____.'        Y ^
#  |         star 1       | 
#  |                      |                    _.-""""-._
#  | Impact               |                  .'          `.
#  | parameter            |                 /              \
#  |                      |---------> X    |                |
#  - - - - - - - - - - - - - - - - - - - - | <======        |
#                                          |                |
#                                           \              /
#                                            `._        _.'
#                                               `-....-' star 2 (more massive)

# Beware: 
#         - simulations are sorted according to their id number, _not_ to any sensible physical quantity

# Note: Stars are advanced from infinite separation to 3*(R1+R2) separation on point-mass, 
#       hyperbolic trajectories. The SPH simulation is started at that point (T=0)

# ----------------------------------------------------------------------------------------------
# This file contains a summary of initial conditions and outcomes for all collision simulations
# ----------------------------------------------------------------------------------------------

# The quantities in this file are the following:

# Coll_id      : Unique id number for the collision (same as in other files) 
# Mini1, Mini2 : Initial masses
# Vrel_inf     : Relative velocity at infinite separation
# ImpParam     : Impact parameter
# Mfin1, Mfin2 : Final masses
# Nstar        : Number of stars at the end of the simulation (0, 1 or 2)
# dM           : Fractional mass loss
# dE           : Fractional loss orbital energy (per unit mass)
# dL           : Fractional loss of orbital angular momentum (per unit mass)
# dTheta       : Difference between the deflection angle for the relative velocity and 
#                the value for point-mass Keplerian encounter dTheta=Theta_coll-Theta_Kep

Coll_id Mini1     Mini2     Vrel_inf  ImpParam  Mfin1     Mfin2     Nstar dM        dE         dL         dTheta    
   7037 7.000e-01 7.000e-01 3.000e+00 7.827e-01 6.768e-01 6.768e-01     2 3.315e-02  1.475e-01  2.936e-02 -1.036e-01
   7038 7.000e-01 7.000e-01 3.000e+00 9.962e-01 6.935e-01 6.935e-01     2 9.250e-03  3.897e-02  2.801e-03 -3.061e-02
   7039 7.000e-01 7.000e-01 3.000e+00 1.210e+00 6.991e-01 6.991e-01     2 1.321e-03  6.978e-03  0.000e+00 -3.795e-03
   7040 7.000e-01 7.000e-01 3.000e+00 1.423e+00 7.000e-01 7.000e-01     2 0.000e+00  2.749e-03  8.432e-04  1.165e-03
   7041 7.000e-01 7.000e-01 6.000e+00 0.000e+00 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7042 7.000e-01 7.000e-01 6.000e+00 1.095e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7043 7.000e-01 7.000e-01 6.000e+00 2.191e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7044 7.000e-01 7.000e-01 6.000e+00 3.286e-01 9.686e-02 9.686e-02     2 8.616e-01  9.211e-01  9.314e-01 -3.559e-01
   7045 7.000e-01 7.000e-01 6.000e+00 4.600e-01 4.619e-01 4.619e-01     2 3.401e-01  4.968e-01  4.154e-01 -1.687e-01
   7046 7.000e-01 7.000e-01 6.000e+00 5.914e-01 5.969e-01 5.969e-01     2 1.474e-01  2.497e-01  1.622e-01 -1.147e-01
   7047 7.000e-01 7.000e-01 6.000e+00 7.229e-01 6.599e-01 6.599e-01     2 5.726e-02  1.095e-01  4.661e-02 -6.324e-02
   7048 7.000e-01 7.000e-01 6.000e+00 9.200e-01 6.895e-01 6.895e-01     2 1.501e-02  2.735e-02  0.000e+00 -1.997e-02
   7049 7.000e-01 7.000e-01 6.000e+00 1.117e+00 6.986e-01 6.986e-01     2 1.957e-03  3.597e-03  0.000e+00 -3.084e-03
   7050 7.000e-01 7.000e-01 6.000e+00 1.314e+00 7.000e-01 7.000e-01     2 0.000e+00  7.762e-04  0.000e+00 -9.100e-05
   7051 7.000e-01 7.000e-01 1.000e+01 0.000e+00 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7052 7.000e-01 7.000e-01 1.000e+01 1.075e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7053 7.000e-01 7.000e-01 1.000e+01 2.150e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7054 7.000e-01 7.000e-01 1.000e+01 3.225e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7055 7.000e-01 7.000e-01 1.000e+01 4.515e-01 1.205e-01 1.205e-01     2 8.278e-01  8.568e-01  8.945e-01 -6.200e-02
   7056 7.000e-01 7.000e-01 1.000e+01 5.805e-01 4.990e-01 4.990e-01     2 2.871e-01  3.495e-01  3.257e-01 -4.823e-02
   7058 7.000e-01 7.000e-01 1.000e+01 7.095e-01 6.159e-01 6.159e-01     2 1.202e-01  1.552e-01  9.882e-02 -3.946e-02
   7059 7.000e-01 7.000e-01 1.000e+01 9.029e-01 6.817e-01 6.817e-01     2 2.610e-02  3.350e-02  4.797e-03 -1.819e-02
   7060 7.000e-01 7.000e-01 1.000e+01 1.096e+00 6.974e-01 6.974e-01     2 3.693e-03  4.434e-03  0.000e+00 -3.026e-03
   7061 7.000e-01 7.000e-01 1.000e+01 1.290e+00 7.000e-01 7.000e-01     2 0.000e+00  2.171e-04  7.752e-05  1.421e-04
   7062 7.000e-01 8.159e-01 1.000e-01 0.000e+00 0.000e+00 1.412e+00     1 6.852e-02  1.000e+00  1.000e+00  0.000e+00
   7063 7.000e-01 8.159e-01 1.000e-01 1.684e+00 0.000e+00 1.412e+00     1 6.832e-02  1.000e+00  1.000e+00  0.000e+00
   7064 7.000e-01 8.159e-01 1.000e-01 3.368e+00 0.000e+00 1.410e+00     1 6.990e-02  1.000e+00  1.000e+00  0.000e+00
   7065 7.000e-01 8.159e-01 1.000e-01 5.052e+00 0.000e+00 1.426e+00     1 5.954e-02  1.000e+00  1.000e+00  0.000e+00
   7066 7.000e-01 8.159e-01 1.000e-01 7.073e+00 0.000e+00 1.446e+00     1 4.609e-02  1.000e+00  1.000e+00  0.000e+00
   7067 7.000e-01 8.159e-01 1.000e-01 9.093e+00 0.000e+00 1.474e+00     1 2.728e-02  1.000e+00  1.000e+00  0.000e+00
   7068 7.000e-01 8.159e-01 1.000e-01 1.111e+01 0.000e+00 1.487e+00     1 1.910e-02  1.000e+00  1.000e+00  0.000e+00
   7069 7.000e-01 8.159e-01 1.000e-01 1.415e+01 6.037e-01 8.880e-01     2 1.592e-02  1.000e+00  1.000e+00  0.000e+00
   7071 7.000e-01 8.159e-01 1.000e-01 2.021e+01 6.993e-01 8.166e-01     2 0.000e+00  1.000e+00  1.000e+00  0.000e+00
   7072 7.000e-01 8.159e-01 1.000e+00 0.000e+00 0.000e+00 1.373e+00     1 9.411e-02  1.000e+00  1.000e+00  0.000e+00
   7073 7.000e-01 8.159e-01 1.000e+00 2.024e-01 0.000e+00 1.375e+00     1 9.299e-02  1.000e+00  1.000e+00  0.000e+00
   7074 7.000e-01 8.159e-01 1.000e+00 4.049e-01 0.000e+00 1.380e+00     1 8.963e-02  1.000e+00  1.000e+00  0.000e+00
   7075 7.000e-01 8.159e-01 1.000e+00 6.073e-01 0.000e+00 1.399e+00     1 7.729e-02  1.000e+00  1.000e+00  0.000e+00
   7076 7.000e-01 8.159e-01 1.000e+00 8.502e-01 0.000e+00 1.435e+00     1 5.341e-02  1.000e+00  1.000e+00  0.000e+00
   7077 7.000e-01 8.159e-01 1.000e+00 1.093e+00 0.000e+00 1.440e+00     1 5.031e-02  1.000e+00  1.000e+00  0.000e+00
   7078 7.000e-01 8.159e-01 1.000e+00 1.336e+00 6.782e-01 8.185e-01     2 1.263e-02  1.000e+00  1.000e+00  0.000e+00
   7079 7.000e-01 8.159e-01 1.000e+00 1.700e+00 6.952e-01 8.171e-01     2 2.322e-03  4.045e-01  4.817e-02 -1.933e-02
   7080 7.000e-01 8.159e-01 1.000e+00 2.065e+00 6.991e-01 8.165e-01     2 1.582e-04  1.284e-01  1.785e-02  2.291e-02
   7081 7.000e-01 8.159e-01 1.000e+00 2.429e+00 7.000e-01 8.159e-01     2 0.000e+00  4.108e-02  6.402e-03  1.938e-02
   7082 7.000e-01 8.159e-01 3.000e+00 0.000e+00 0.000e+00 1.006e+00     1 3.365e-01  1.000e+00  1.000e+00  0.000e+00
   7083 7.000e-01 8.159e-01 3.000e+00 1.260e-01 0.000e+00 1.020e+00     1 3.272e-01  1.000e+00  1.000e+00  0.000e+00
   7084 7.000e-01 8.159e-01 3.000e+00 2.521e-01 0.000e+00 1.004e+00     1 3.379e-01  1.000e+00  1.000e+00  0.000e+00
   7085 7.000e-01 8.159e-01 3.000e+00 3.781e-01 4.663e-01 6.683e-01     2 2.515e-01  8.467e-01  4.620e-01 -5.573e-01
   7086 7.000e-01 8.159e-01 3.000e+00 5.294e-01 5.909e-01 7.295e-01     2 1.289e-01  5.210e-01  2.365e-01 -3.330e-01
   7087 7.000e-01 8.159e-01 3.000e+00 6.806e-01 6.533e-01 7.738e-01     2 5.852e-02  2.750e-01  8.902e-02 -1.787e-01
   7088 7.000e-01 8.159e-01 3.000e+00 8.319e-01 6.798e-01 7.958e-01     2 2.654e-02  1.271e-01  2.717e-02 -8.588e-02
   7089 7.000e-01 8.159e-01 3.000e+00 1.059e+00 6.953e-01 8.111e-01     2 6.201e-03  3.068e-02  5.783e-03 -2.312e-02
   7090 7.000e-01 8.159e-01 3.000e+00 1.286e+00 6.995e-01 8.155e-01     2 5.210e-04  5.969e-03  1.032e-03 -6.390e-04
   7091 7.000e-01 8.159e-01 3.000e+00 1.513e+00 7.000e-01 8.159e-01     2 0.000e+00  1.941e-03  1.141e-03  1.262e-03
   7092 7.000e-01 8.159e-01 6.000e+00 0.000e+00 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7093 7.000e-01 8.159e-01 6.000e+00 1.163e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7094 7.000e-01 8.159e-01 6.000e+00 2.327e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7095 7.000e-01 8.159e-01 6.000e+00 3.490e-01 1.057e-01 3.879e-01     2 6.744e-01  8.702e-01  9.046e-01 -2.401e-01
   7096 7.000e-01 8.159e-01 6.000e+00 4.886e-01 4.776e-01 6.365e-01     2 2.651e-01  4.312e-01  3.286e-01 -1.719e-01
   7097 7.000e-01 8.159e-01 6.000e+00 6.282e-01 6.115e-01 7.412e-01     2 1.077e-01  2.028e-01  1.339e-01 -1.006e-01
   7098 7.000e-01 8.159e-01 6.000e+00 7.678e-01 6.668e-01 7.852e-01     2 4.213e-02  8.591e-02  3.103e-02 -5.016e-02
   7099 7.000e-01 8.159e-01 6.000e+00 9.772e-01 6.924e-01 8.071e-01     2 1.079e-02  1.934e-02  0.000e+00 -1.426e-02
   7100 7.000e-01 8.159e-01 6.000e+00 1.187e+00 6.994e-01 8.153e-01     2 8.179e-04  1.967e-03  0.000e+00 -1.107e-03
   7101 7.000e-01 8.159e-01 6.000e+00 1.396e+00 7.000e-01 8.159e-01     2 0.000e+00  8.567e-04  0.000e+00  1.316e-04
   7102 7.000e-01 8.159e-01 1.000e+01 0.000e+00 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7103 7.000e-01 8.159e-01 1.000e+01 1.142e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7104 7.000e-01 8.159e-01 1.000e+01 2.283e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7105 7.000e-01 8.159e-01 1.000e+01 3.425e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7106 7.000e-01 8.159e-01 1.000e+01 4.795e-01 1.862e-01 4.440e-01     2 5.843e-01  7.063e-01  7.073e-01 -6.321e-02
   7107 7.000e-01 8.159e-01 1.000e+01 6.165e-01 5.247e-01 6.665e-01     2 2.142e-01  2.800e-01  2.385e-01 -4.917e-02
   7109 7.000e-01 8.159e-01 1.000e+01 7.535e-01 6.325e-01 7.507e-01     2 8.751e-02  1.179e-01  5.036e-02 -4.023e-02
   7110 7.000e-01 8.159e-01 1.000e+01 9.589e-01 6.862e-01 8.012e-01     2 1.879e-02  2.455e-02  0.000e+00 -1.317e-02
   7111 7.000e-01 8.159e-01 1.000e+01 1.164e+00 6.987e-01 8.146e-01     2 1.708e-03  2.596e-03  0.000e+00 -1.081e-03
   7112 7.000e-01 8.159e-01 1.000e+01 1.370e+00 7.000e-01 8.159e-01     2 0.000e+00  6.636e-04  1.163e-04  3.204e-04
   7113 7.000e-01 9.000e-01 1.000e-01 0.000e+00 0.000e+00 1.490e+00     1 6.900e-02  1.000e+00  1.000e+00  0.000e+00
   7114 7.000e-01 9.000e-01 1.000e-01 1.805e+00 0.000e+00 1.490e+00     1 6.900e-02  1.000e+00  1.000e+00  0.000e+00
   7115 7.000e-01 9.000e-01 1.000e-01 3.609e+00 0.000e+00 1.491e+00     1 6.838e-02  1.000e+00  1.000e+00  0.000e+00
   7116 7.000e-01 9.000e-01 1.000e-01 5.414e+00 0.000e+00 1.507e+00     1 5.819e-02  1.000e+00  1.000e+00  0.000e+00
   7117 7.000e-01 9.000e-01 1.000e-01 7.580e+00 0.000e+00 1.530e+00     1 4.350e-02  1.000e+00  1.000e+00  0.000e+00
   7118 7.000e-01 9.000e-01 1.000e-01 9.745e+00 0.000e+00 1.558e+00     1 2.625e-02  1.000e+00  1.000e+00  0.000e+00
   7119 7.000e-01 9.000e-01 1.000e-01 1.191e+01 0.000e+00 1.566e+00     1 2.150e-02  1.000e+00  1.000e+00  0.000e+00
   7120 7.000e-01 9.000e-01 1.000e-01 1.516e+01 9.090e-01 6.855e-01     2 3.469e-03  1.000e+00  1.000e+00  0.000e+00
   7121 7.000e-01 9.000e-01 1.000e-01 1.841e+01 6.983e-01 9.017e-01     2 6.939e-17  1.000e+00  1.000e+00  0.000e+00
   7122 7.000e-01 9.000e-01 1.000e-01 2.166e+01 7.000e-01 9.000e-01     2 6.939e-17  1.000e+00  1.000e+00  0.000e+00
   7123 7.000e-01 9.000e-01 1.000e+00 0.000e+00 0.000e+00 1.448e+00     1 9.481e-02  1.000e+00  1.000e+00  0.000e+00
   7124 7.000e-01 9.000e-01 1.000e+00 2.173e-01 0.000e+00 1.451e+00     1 9.325e-02  1.000e+00  1.000e+00  0.000e+00
   7125 7.000e-01 9.000e-01 1.000e+00 4.345e-01 0.000e+00 1.461e+00     1 8.694e-02  1.000e+00  1.000e+00  0.000e+00
   7126 7.000e-01 9.000e-01 1.000e+00 6.518e-01 0.000e+00 1.485e+00     1 7.187e-02  1.000e+00  1.000e+00  0.000e+00
   7127 7.000e-01 9.000e-01 1.000e+00 9.125e-01 0.000e+00 1.520e+00     1 4.981e-02  1.000e+00  1.000e+00  0.000e+00
   7128 7.000e-01 9.000e-01 1.000e+00 1.173e+00 0.000e+00 1.524e+00     1 4.775e-02  1.000e+00  1.000e+00  0.000e+00
   7129 7.000e-01 9.000e-01 1.000e+00 1.434e+00 6.760e-01 9.036e-01     2 1.274e-02  1.000e+00  1.000e+00  0.000e+00
   7130 7.000e-01 9.000e-01 1.000e+00 1.825e+00 6.967e-01 8.993e-01     2 2.481e-03  3.656e-01  4.439e-02 -8.930e-03
   7131 7.000e-01 9.000e-01 1.000e+00 2.216e+00 6.995e-01 9.003e-01     2 1.125e-04  1.088e-01  1.528e-02  1.647e-02
   7132 7.000e-01 9.000e-01 1.000e+00 2.607e+00 7.000e-01 9.000e-01     2 6.939e-17  3.344e-02  4.939e-03  1.701e-02
   7133 7.000e-01 9.000e-01 3.000e+00 0.000e+00 0.000e+00 1.089e+00     1 3.193e-01  1.000e+00  1.000e+00  0.000e+00
   7134 7.000e-01 9.000e-01 3.000e+00 1.356e-01 0.000e+00 1.104e+00     1 3.100e-01  1.000e+00  1.000e+00  0.000e+00
   7135 7.000e-01 9.000e-01 3.000e+00 2.712e-01 0.000e+00 1.089e+00     1 3.195e-01  1.000e+00  1.000e+00  0.000e+00
   7136 7.000e-01 9.000e-01 3.000e+00 4.068e-01 4.814e-01 7.468e-01     2 2.324e-01  8.211e-01  4.487e-01 -5.366e-01
   7137 7.000e-01 9.000e-01 3.000e+00 5.695e-01 6.039e-01 8.137e-01     2 1.140e-01  4.836e-01  2.161e-01 -3.019e-01
   7138 7.000e-01 9.000e-01 3.000e+00 7.322e-01 6.583e-01 8.582e-01     2 5.216e-02  2.472e-01  8.050e-02 -1.558e-01
   7140 7.000e-01 9.000e-01 3.000e+00 8.949e-01 6.829e-01 8.807e-01     2 2.276e-02  1.111e-01  2.319e-02 -7.375e-02
   7141 7.000e-01 9.000e-01 3.000e+00 1.139e+00 6.962e-01 8.949e-01     2 5.594e-03  2.514e-02  4.645e-03 -2.142e-02
   7142 7.000e-01 9.000e-01 3.000e+00 1.383e+00 6.997e-01 9.000e-01     2 1.688e-04  7.117e-03  1.659e-03 -2.142e-03
   7143 7.000e-01 9.000e-01 3.000e+00 1.627e+00 7.000e-01 9.000e-01     2 6.939e-17  1.891e-03  6.556e-04  5.000e-04
   7144 7.000e-01 9.000e-01 6.000e+00 0.000e+00 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7145 7.000e-01 9.000e-01 6.000e+00 1.252e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7146 7.000e-01 9.000e-01 6.000e+00 2.505e-01 0.000e+00 6.178e-02     1 9.614e-01  1.000e+00  1.000e+00  0.000e+00
   7147 7.000e-01 9.000e-01 6.000e+00 3.757e-01 1.646e-01 4.992e-01     2 5.851e-01  8.053e-01  7.353e-01 -2.355e-01
   7148 7.000e-01 9.000e-01 6.000e+00 5.260e-01 5.087e-01 7.270e-01     2 2.277e-01  3.895e-01  3.434e-01 -1.654e-01
   7149 7.000e-01 9.000e-01 6.000e+00 6.763e-01 6.293e-01 8.205e-01     2 9.389e-02  1.827e-01  1.189e-01 -8.839e-02
   7150 7.000e-01 9.000e-01 6.000e+00 8.265e-01 6.740e-01 8.701e-01     2 3.494e-02  7.630e-02  3.807e-02 -4.498e-02
   7151 7.000e-01 9.000e-01 6.000e+00 1.052e+00 6.927e-01 8.910e-01     2 1.019e-02  1.802e-02  0.000e+00 -1.373e-02
   7152 7.000e-01 9.000e-01 6.000e+00 1.277e+00 6.991e-01 8.991e-01     2 1.150e-03  2.390e-03  0.000e+00 -1.424e-03
   7153 7.000e-01 9.000e-01 6.000e+00 1.503e+00 7.000e-01 9.000e-01     2 6.939e-17  4.981e-04  0.000e+00  1.260e-04
   7154 7.000e-01 9.000e-01 1.000e+01 0.000e+00 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7155 7.000e-01 9.000e-01 1.000e+01 1.229e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7156 7.000e-01 9.000e-01 1.000e+01 2.458e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7157 7.000e-01 9.000e-01 1.000e+01 3.687e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7158 7.000e-01 9.000e-01 1.000e+01 5.162e-01 2.461e-01 5.729e-01     2 4.881e-01  6.257e-01  6.607e-01 -6.197e-02
   7159 7.000e-01 9.000e-01 1.000e+01 6.637e-01 5.444e-01 7.670e-01     2 1.803e-01  2.487e-01  1.761e-01 -4.820e-02
   7160 7.000e-01 9.000e-01 1.000e+01 8.112e-01 6.421e-01 8.414e-01     2 7.286e-02  1.031e-01  3.811e-02 -3.867e-02
   7161 7.000e-01 9.000e-01 1.000e+01 1.032e+00 6.861e-01 8.851e-01     2 1.802e-02  2.357e-02  0.000e+00 -1.212e-02
   7162 7.000e-01 9.000e-01 1.000e+01 1.254e+00 6.988e-01 8.982e-01     2 1.875e-03  2.697e-03  0.000e+00 -1.188e-03
   7163 7.000e-01 9.000e-01 1.000e+01 1.475e+00 7.000e-01 9.000e-01     2 6.939e-17  6.298e-04  1.636e-04  1.765e-04
   7164 7.000e-01 1.000e+00 1.000e-01 0.000e+00 0.000e+00 1.578e+00     1 7.194e-02  1.000e+00  1.000e+00  0.000e+00
   7165 7.000e-01 1.000e+00 1.000e-01 2.019e+00 0.000e+00 1.575e+00     1 7.371e-02  1.000e+00  1.000e+00  0.000e+00
   7166 7.000e-01 1.000e+00 1.000e-01 4.037e+00 0.000e+00 1.579e+00     1 7.124e-02  1.000e+00  1.000e+00  0.000e+00
   7167 7.000e-01 1.000e+00 1.000e-01 6.056e+00 0.000e+00 1.603e+00     1 5.700e-02  1.000e+00  1.000e+00  0.000e+00
   7168 7.000e-01 1.000e+00 1.000e-01 8.478e+00 0.000e+00 1.635e+00     1 3.824e-02  1.000e+00  1.000e+00  0.000e+00
   7169 7.000e-01 1.000e+00 1.000e-01 1.090e+01 0.000e+00 1.661e+00     1 2.306e-02  1.000e+00  1.000e+00  0.000e+00
   7170 7.000e-01 1.000e+00 1.000e-01 1.332e+01 0.000e+00 1.664e+00     1 2.118e-02  1.000e+00  1.000e+00  0.000e+00
   7171 7.000e-01 1.000e+00 1.000e-01 1.696e+01 1.006e+00 6.901e-01     2 2.182e-03  1.000e+00  1.000e+00  0.000e+00
   7172 7.000e-01 1.000e+00 1.000e-01 2.059e+01 6.999e-01 9.999e-01     2 1.000e-04  1.000e+00  1.000e+00  0.000e+00
   7173 7.000e-01 1.000e+00 1.000e-01 2.422e+01 7.006e-01 9.994e-01     2 0.000e+00  1.000e+00  1.000e+00  0.000e+00
   7174 7.000e-01 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.539e+00     1 9.453e-02  1.000e+00  1.000e+00  0.000e+00
   7175 7.000e-01 1.000e+00 1.000e+00 2.470e-01 0.000e+00 1.540e+00     1 9.429e-02  1.000e+00  1.000e+00  0.000e+00
   7176 7.000e-01 1.000e+00 1.000e+00 4.940e-01 0.000e+00 1.557e+00     1 8.412e-02  1.000e+00  1.000e+00  0.000e+00
   7177 7.000e-01 1.000e+00 1.000e+00 7.410e-01 0.000e+00 1.585e+00     1 6.759e-02  1.000e+00  1.000e+00  0.000e+00
   7178 7.000e-01 1.000e+00 1.000e+00 1.037e+00 0.000e+00 1.622e+00     1 4.565e-02  1.000e+00  1.000e+00  0.000e+00
   7179 7.000e-01 1.000e+00 1.000e+00 1.334e+00 0.000e+00 1.631e+00     1 4.041e-02  1.000e+00  1.000e+00  0.000e+00
   7180 7.000e-01 1.000e+00 1.000e+00 1.630e+00 6.847e-01 1.001e+00     2 8.271e-03  8.267e-01  9.865e-02  4.122e-02
   7181 7.000e-01 1.000e+00 1.000e+00 2.075e+00 6.990e-01 9.979e-01     2 1.865e-03  2.385e-01  2.870e-02  2.520e-03
   7182 7.000e-01 1.000e+00 1.000e+00 2.519e+00 7.003e-01 9.994e-01     2 1.471e-04  5.652e-02  8.396e-03  1.776e-02
   7183 7.000e-01 1.000e+00 1.000e+00 2.964e+00 7.000e-01 1.000e+00     2 0.000e+00  2.045e-02  2.196e-03  9.050e-03
   7184 7.000e-01 1.000e+00 3.000e+00 0.000e+00 0.000e+00 1.205e+00     1 2.912e-01  1.000e+00  1.000e+00  0.000e+00
   7185 7.000e-01 1.000e+00 3.000e+00 1.580e-01 0.000e+00 1.212e+00     1 2.873e-01  1.000e+00  1.000e+00  0.000e+00
   7186 7.000e-01 1.000e+00 3.000e+00 3.161e-01 3.263e-01 9.119e-01     2 2.716e-01  9.987e-01  7.513e-01 -5.784e-01
   7187 7.000e-01 1.000e+00 3.000e+00 4.741e-01 5.238e-01 8.641e-01     2 1.836e-01  7.180e-01  3.707e-01 -4.326e-01
   7188 7.000e-01 1.000e+00 3.000e+00 6.638e-01 6.399e-01 9.243e-01     2 7.989e-02  3.721e-01  1.327e-01 -2.147e-01
   7189 7.000e-01 1.000e+00 3.000e+00 8.534e-01 6.757e-01 9.664e-01     2 3.402e-02  1.685e-01  4.571e-02 -9.956e-02
   7190 7.000e-01 1.000e+00 3.000e+00 1.043e+00 6.921e-01 9.861e-01     2 1.285e-02  7.103e-02  1.468e-02 -4.311e-02
   7191 7.000e-01 1.000e+00 3.000e+00 1.328e+00 6.986e-01 9.961e-01     2 3.106e-03  1.574e-02  3.177e-03 -9.862e-03
   7192 7.000e-01 1.000e+00 3.000e+00 1.612e+00 7.000e-01 9.996e-01     2 2.647e-04  1.549e-03  5.424e-04 -1.114e-03
   7193 7.000e-01 1.000e+00 3.000e+00 1.897e+00 7.000e-01 1.000e+00     2 0.000e+00  8.635e-05  5.677e-04  1.250e-04
   7194 7.000e-01 1.000e+00 6.000e+00 0.000e+00 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7195 7.000e-01 1.000e+00 6.000e+00 1.470e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7196 7.000e-01 1.000e+00 6.000e+00 2.939e-01 0.000e+00 4.396e-01     1 7.414e-01  1.000e+00  1.000e+00  0.000e+00
   7198 7.000e-01 1.000e+00 6.000e+00 4.409e-01 3.578e-01 7.246e-01     2 3.633e-01  5.961e-01  5.926e-01 -2.134e-01
   7199 7.000e-01 1.000e+00 6.000e+00 6.173e-01 5.937e-01 8.828e-01     2 1.315e-01  2.608e-01  2.014e-01 -1.146e-01
   7200 7.000e-01 1.000e+00 6.000e+00 7.936e-01 6.640e-01 9.471e-01     2 5.226e-02  1.119e-01  5.425e-02 -5.665e-02
   7201 7.000e-01 1.000e+00 6.000e+00 9.700e-01 6.849e-01 9.768e-01     2 2.253e-02  4.759e-02  1.400e-02 -2.741e-02
   7202 7.000e-01 1.000e+00 6.000e+00 1.235e+00 6.967e-01 9.942e-01     2 5.312e-03  1.033e-02  1.128e-03 -8.006e-03
   7203 7.000e-01 1.000e+00 6.000e+00 1.499e+00 6.998e-01 9.994e-01     2 4.765e-04  1.622e-03  5.751e-04 -9.800e-04
   7204 7.000e-01 1.000e+00 6.000e+00 1.764e+00 7.000e-01 1.000e+00     2 0.000e+00  1.885e-03  1.698e-04 -2.300e-06
   7205 7.000e-01 1.000e+00 1.000e+01 0.000e+00 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7206 7.000e-01 1.000e+00 1.000e+01 1.445e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7207 7.000e-01 1.000e+00 1.000e+01 2.890e-01 0.000e+00 0.000e+00     0 1.000e+00  1.000e+00  1.000e+00  0.000e+00
   7208 7.000e-01 1.000e+00 1.000e+01 4.335e-01 0.000e+00 4.934e-01     1 7.098e-01  1.000e+00  1.000e+00  0.000e+00
   7209 7.000e-01 1.000e+00 1.000e+01 6.069e-01 4.466e-01 7.888e-01     2 2.732e-01  3.797e-01  3.755e-01 -5.601e-02
   7210 7.000e-01 1.000e+00 1.000e+01 7.803e-01 6.179e-01 9.145e-01     2 9.861e-02  1.465e-01  9.998e-02 -4.357e-02
   7212 7.000e-01 1.000e+00 1.000e+01 9.537e-01 6.721e-01 9.653e-01     2 3.683e-02  5.620e-02  2.572e-02 -2.273e-02
